PRS_NAT;libelle;grand_poste;poste;sous_poste
9765;AIDES FINANCIERES A CARACTERE SOCIAL AFFECTEES AUX FRAIS DE SCOLARISATION;HP;HP;HP
9766;AIDES FINANCIERES A CARACTERE SOCIAL AFFECTEES AUX REGLEMENTS D'IMPOTS TAXES ET PRIMES;HP;HP;HP
9767;AIDES FINANCIERES A CARACTERE SOCIAL D'ATTENTE DE VERSEMENT DE REVENUS DE SUBSTITUTION;HP;HP;HP
9768;AIDES FINANCIERES A CARACTERE SOCIAL AFFECTEES AUX FRAIS D'OBSEQUES;HP;HP;HP
9769;AIDES FINANCIERES A CARACTERE SOCIAL PALLIANT L'ABSENCE DE REVENUS;HP;HP;HP
9772;AIDES MENAGERES;HP;HP;HP
9773;AIDES MENAGERES SORTIE D'HOSPITALISATION COORDONNEE;HP;HP;HP
9778;BILANS DE COMPETENCES ET REORIENTATION PROFESSIONNELLE;HP;HP;HP
9801;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9802;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9803;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9804;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9805;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9806;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9807;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9808;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9809;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9810;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9811;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9812;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9813;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9814;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9815;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9816;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9817;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9818;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9819;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9820;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9821;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9822;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9823;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9824;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9825;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9826;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9827;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9828;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9829;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9830;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9831;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9832;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9833;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9834;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9835;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9836;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9837;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9838;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9839;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9840;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9841;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9842;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9843;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9844;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9845;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9846;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9847;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9848;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9849;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9850;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9851;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9852;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9853;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9854;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9855;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9856;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9857;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9858;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9859;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9860;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9861;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9862;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9863;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9864;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9865;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9866;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9867;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9868;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9869;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9870;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9871;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9872;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9873;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9874;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9875;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9876;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9877;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9878;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9879;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9880;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9881;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9882;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9883;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9884;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9885;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9886;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9887;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9888;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9889;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9890;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9891;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9892;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9893;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9894;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9895;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9896;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9897;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9898;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9899;CODES MIS A LA DISPOSITION DE LA SNCF;HP;HP;HP
9902;AIDE SOCIALE (MILITAIRES);HP;HP;HP
9911;AIDE MENAGERE;HP;HP;HP
9912;AIDE MENAGERE FAMILIALE (MILITAIRES);HP;HP;HP
9999;VALEUR INCONNUE;HP;HP;HP
1522;MAJORATION ASTREINTE;Optique;Optique Monture;Optique Monture divers
3500;VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE POSITIVE COMPLEXE;Optique;Optique Verres;Optique Verres
3501;VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE NEGATIVE TRES COMPLEXE;Optique;Optique Verres;Optique Verres
3502;VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE POSITIVE SIMPLE;Optique;Optique Verres;Optique Verres
3503;VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE NEGATIVE SIMPLE;Optique;Optique Verres;Optique Verres
3504;VERRE DE CLASSE B, NEUTRE OU UNIFOCAL SPHERIQUE SIMPLE;Optique;Optique Verres;Optique Verres
3505;MONTURE ENFANT DE CLASSE A;Optique;Optique Monture;Optique Monture Enfant
3506;MONTURE ADULTE DE CLASSE A;Optique;Optique Monture;Optique Monture Adulte
3507;VERRE DE CLASSE A, MULTIFOCAL OU PROGRESSIF TRES COMPLEXE;Optique;Optique Verres;Optique Verres
3508;VERRE DE CLASSE A, MULTIFOCAL OU PROGRESSIF COMPLEXE;Optique;Optique Verres;Optique Verres
3509;VERRE DE CLASSE A, UNIFOCAL COMPLEXE;Optique;Optique Verres;Optique Verres
3510;VERRE DE CLASSE A, NEUTRE OU UNIFOCAL SIMPLE;Optique;Optique Verres;Optique Verres
3519;VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE NEGATIVE SIMPLE;Optique;Optique Verres;Optique Verres
3520;VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE POSITIVE SIMPLE;Optique;Optique Verres;Optique Verres
3523;MONTURE MOINS DE 18 ANS CMU;Optique;Optique Monture;Optique Monture Enfant
3524;OPTIQUE ENFANT -A- MULTIFOCAUX (CMU);Optique;Optique Verres;Optique Verres
3525;OPTIQUE ENFANT -B- MULTIFOCAUX (CMU);Optique;Optique Verres;Optique Verres
3526;FORFAIT OPTIQUE -N° 6 MULTIFOCAUX (CMU);Optique;Optique Verres;Optique Verres
3527;OPTIQUE -ENFANT-N°1 UNIFOCAUX (CMU);Optique;Optique Verres;Optique Verres
3528;OPTIQUE -ENFANT-N°2 UNIFOCAUX (CMU);Optique;Optique Verres;Optique Verres
3529;FORFAIT OPTIQUE -ENFANT-N° 3 UNIFOCAUX (CMU);Optique;Optique Verres;Optique Verres
3530;FORFAIT OPTIQUE -ENFANT-N° 4 UNIFOCAUX (CMU);Optique;Optique Verres;Optique Verres
3531;OPTIQUE MEDICALE PROPREMENT DIT;Optique;Optique Verres;Optique Verres
3532;MONTURE/LUNETTE POUR ENFANT DE - DE 18 ANS CRPCEN (HORS CODAGE LPP);Optique;Optique Monture;Optique Monture Enfant
3533;VERRES / VERRES POUR ENFANT<18 ans -CRPCEN- (hors codage LPP);Optique;Optique Verres;Optique Verres
3534;REPARATION;Optique;Optique Verres;Optique Verres
3535;LENTILLES OPTIQUES;Optique;Optique Lentille;Optique Lentille Remboursee
3536;VERRES UNIFOCAUX OP1 (CMU);Optique;Optique Verres;Optique Verres
3537;VERRES UNIFOCAUX OP2 (CMU);Optique;Optique Verres;Optique Verres
3538;VERRES UNIFOCAUX OP3 (CMU);Optique;Optique Verres;Optique Verres
3539;VERRES UNIFOCAUX OP4 (CMU);Optique;Optique Verres;Optique Verres
3553;OPTIQUE -ENFANT-N°5 UNIFOCAUX (CMU);Optique;Optique Verres;Optique Verres
3554;OPTIQUE -ENFANT-N°6 UNIFOCAUX (CMU);Optique;Optique Verres;Optique Verres
3555;OPTIQUE -ENFANT-N°7 UNIFOCAUX (CMU);Optique;Optique Verres;Optique Verres
3556;OPTIQUE -ENFANT-N°8 UNIFOCAUX (CMU);Optique;Optique Verres;Optique Verres
3557;OPTIQUE -ENFANT-N°9 UNIFOCAUX (CMU);Optique;Optique Verres;Optique Verres
3559;VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERIQUE SIMPLE;Optique;Optique Verres;Optique Verres
3560;VERRE DE CLASSE B, UNIFOCAL SPHERIQUE COMPLEXE;Optique;Optique Verres;Optique Verres
3562;VERRE DE CLASSE B, UNIFOCAL SPHERO-CYLINDRIQUE A SPHERE NEGATIVE COMPLEXE;Optique;Optique Verres;Optique Verres
3563;MONTURE ADULTE DE CLASSE B;Optique;Optique Monture;Optique Monture Adulte
3564;MONTURE ENFANT DE CLASSE B;Optique;Optique Monture;Optique Monture Enfant
3565;OPTIQUE - ADAPTATION VERRE DE CLASSE A;Optique;Optique Verres;Optique Verres
3566;VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERIQUE COMPLEXE;Optique;Optique Verres;Optique Verres
3567;VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE NEGATIVE COMPLEXE;Optique;Optique Verres;Optique Verres
3568;VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE NEGATIVE TRES COMPLEXE;Optique;Optique Verres;Optique Verres
3569;VERRE DE CLASSE B, MULTIFOCAL OU PROGRESSIF SPHERO-CYLINDRIQUE A SPHERE POSITIVE COMPLEXE;Optique;Optique Verres;Optique Verres
3570;OPTIQUE - AUTRE SUPPLEMENT;Optique;Optique Verres;Optique Verres
3578;OPTIQUE CLASSE A - SUPPLEMENT POUR MONTURE DE LUNETTES A COQUE - MOINS DE 6 ANS;Optique;Optique Monture;Optique Monture divers
3579;OPTIQUE CLASSE B - SUPPLEMENT POUR MONTURE DE LUNETTES A COQUE - MOINS DE 6 ANS;Optique;Optique Monture;Optique Monture divers
3580;OPTIQUE - ADAPTATION VERRE DE CLASSE B;Optique;Optique Verres;Optique Verres
3581;VERRES UNIFOCAUX OP5(CMU);Optique;Optique Verres;Optique Verres
3582;VERRES UNIFOCAUX OP6(CMU);Optique;Optique Verres;Optique Verres
3583;MONTURE (CMU);Optique;Optique Monture;Optique Monture divers
3584;OPTIQUE - APPAIRAGE NIVEAU 1, 2 OU 3 VERRE DE CLASSE A;Optique;Optique Verres;Optique Verres
3585;OPTIQUE ¿ SUPPLEMENT POUR VERRES TEINTES (PLAFONNE);Optique;Optique Verres;Optique Verres
5101;FORFAIT VERRES UNIFOCAUX OP1;Optique;Optique Verres;Optique Verres
5102;FORFAIT VERRES UNIFOCAUX OP2;Optique;Optique Verres;Optique Verres
5103;FORFAIT VERRES UNIFOCAUX OP3;Optique;Optique Verres;Optique Verres
5104;FORFAIT VERRES UNIFOCAUX OP4;Optique;Optique Verres;Optique Verres
5105;FORFAIT VERRES UNIFOCAUX OP5;Optique;Optique Verres;Optique Verres
5106;FORFAIT VERRES UNIFOCAUX OP6;Optique;Optique Verres;Optique Verres
5107;FORFAIT MONTURE CMU;Optique;Optique Monture;Optique Monture divers
5108;FORFAIT CMUC MONTURE MOINS DE 18 ANS OME;Optique;Optique Monture;Optique Monture Enfant
5109;TM DU FORFAIT OPTIQUE -ENFANT-N° 1 UNIFOCAUX (CMU);Optique;Optique Verres;Optique Verres
5110;TM DU FORFAIT OPTIQUE -ENFANT-N° 2 UNIFOCAUX (CMU);Optique;Optique Verres;Optique Verres
5111;FORFAIT MONTURE MOINS DE 18 ANS CMU OV3;Optique;Optique Monture;Optique Monture Enfant
5112;FORFAIT MONTURE MOINS DE 18 ANS CMU OV4;Optique;Optique Monture;Optique Monture Enfant
5113;FORFAIT MONTURE MOINS DE 18 ANS CMU OV5;Optique;Optique Monture;Optique Monture Enfant
5114;TM DU FORFAIT OPTIQUE -ENFANT-N° 6 UNIFOCAUX (CMU);Optique;Optique Verres;Optique Verres
5115;TM DU FORFAIT OPTIQUE -ENFANT-N° 7 UNIFOCAUX (CMU);Optique;Optique Verres;Optique Verres
5116;TM DU FORFAIT OPTIQUE -ENFANT-N° 8 UNIFOCAUX (CMU);Optique;Optique Verres;Optique Verres
5117;FORFAIT MONTURE MOINS DE 18 ANS CMU OV9;Optique;Optique Monture;Optique Monture Enfant
5118;TM DU FORFAIT OPTIQUE ENFANT -A- MULTIFOCAUX (CMU);Optique;Optique Verres;Optique Verres
5119;TM DU FORFAIT OPTIQUE ENFANT -B- MULTIFOCAUX (CMU);Optique;Optique Verres;Optique Verres
5120;FORFAIT MONTURE MOINS DE 18 ANS CMU OP7;Optique;Optique Monture;Optique Monture Enfant
5121;FORFAIT C2S - VERRE DE CLASSE A, NEUTRE OU UNIFOCAL SIMPLE;Optique;Optique Verres;Optique Verres
5122;FORFAIT C2S - VERRE DE CLASSE A, UNIFOCAL COMPLEXE;Optique;Optique Verres;Optique Verres
5123;FORFAIT C2S - VERRE DE CLASSE A, MULTIFOCAL OU PROGRESSIF COMPLEXE;Optique;Optique Verres;Optique Verres
5124;FORFAIT C2S - VERRE DE CLASSE A, MULTIFOCAL OU PROGRESSIF TRES COMPLEXE;Optique;Optique Verres;Optique Verres
5125;FORFAIT C2S - MONTURE ADULTE DE CLASSE A;Optique;Optique Monture;Optique Monture Adulte
5126;FORFAIT C2S - MONTURE ENFANT DE CLASSE A;Optique;Optique Monture;Optique Monture Enfant
5127;FORFAIT C2S - OPTIQUE - ADAPTATION VERRE DE CLASSE A;Optique;Optique Verres;Optique Verres
5129;FORFAIT C2S - OPTIQUE - APPAIRAGE NIVEAU 1, 2 OU 3 VERRE DE CLASSE A;Optique;Optique Verres;Optique Verres
5130;FORFAIT C2S - OPTIQUE ¿ SUPPLEMENT POUR VERRES TEINTES (PLAFONNE);Optique;Optique Verres;Optique Verres
8112;MAJORATIONS POUR ASSISTANCE D  UNE TIERCE PERSONNE;Optique;Optique Monture;Optique Monture divers
1052;REMU BIOSIMILAIRE;Pharmacie;pharmacie;Pharmacie Autres
1923;EXAMEN DE SUIVI POST NATAL;Pharmacie;Pharmacie;Pharmacie Autres
1926;ACTE DE VACCINATION GRIPPE A/H1N1;Pharmacie;Pharmacie;Vaccin
1928;REMUNERATION VACCINATION COVID 19;Pharmacie;Pharmacie;Vaccin
1929;ACTE DE VACCINATION COVID 19;Pharmacie;Pharmacie;Vaccin
1930;ACTE D INJECTION DU VACCIN COVID19;Pharmacie;Pharmacie;Vaccin
1959;ADMINISTRATION  VACCIN;Pharmacie;Pharmacie;Vaccin
1972;FRANCHISE TIERS PAYANT SUR MEDICAMENT;Pharmacie;Pharmacie;Pharmacie Autres
1974;FRANCHISE TIERS PAYANT SUR TRANSPORT;Pharmacie;Pharmacie;Pharmacie Autres
1976;FRANCHISE TIERS PAYANT ACTE D'AUXILIAIRE MEDICAUX;Pharmacie;Pharmacie;Pharmacie Autres
1978;PARTICIPATION ASSURE EN TIERS PAYANT TRANSMISE SANS ACTE DE REFERENCE OU TYPE DE FRANCHISES;Pharmacie;Pharmacie;Pharmacie Autres
2166;ADMINISTRATION DE MEDICAMENTS EN ENVIRONNEMENT HOSPITALIER;Pharmacie;Pharmacie;Pharmacie Autres
2231;FORFAIT PHARMACEUTIQUE;Pharmacie;Pharmacie;Pharmacie Autres
2335;FORFAIT DE PANSEMENT;Pharmacie;Pharmacie;Pharmacie Autres
2415;MEDICAMENTS: MIFEYGINE;Pharmacie;Pharmacie;Pharmacie Autres
2416;MEDICAMENTS: PROSTAGLANDINES;Pharmacie;Pharmacie;Pharmacie Autres
2418;VERIFICATION ECHOGRAPHIQUE;Pharmacie;Pharmacie;Pharmacie Autres
2422;FORFAIT POUR IVG MEDICAMENTEUSE;Pharmacie;Pharmacie;Pharmacie Autres
2428;ECHO PRE IVG;Pharmacie;Pharmacie;Pharmacie Autres
3304;PAIEMENT QUALITE DE SERVICE PHARMACIE;Pharmacie;Pharmacie;Pharmacie Autres
3305;CONTESTATION QUALITE DE SERVICE PHARMACIE;Pharmacie;Pharmacie;Pharmacie Autres
3306;BILAN MEDICATION REMUNERATION PHARMACIE;Pharmacie;Pharmacie;Pharmacie Autres
3307;BILAN MEDICATION CONTESTATION PHARMACIE;Pharmacie;Pharmacie;Pharmacie Autres
3311;PHARMACIE 100%;Pharmacie;Pharmacie;Pharmacie 100%
3312;PHARMACIE PH4;Pharmacie;Pharmacie;Pharmacie Autres
3313;PHARMACIE 65%;Pharmacie;Pharmacie;Pharmacie 65%
3314;HORMONE DE CROISSANCE;Pharmacie;Pharmacie;Pharmacie Autres
3315;MEDICAMENTS ANTIRETROVIRAUX;Pharmacie;Pharmacie;Pharmacie Autres
3316;MEDICAMENTS D  EXCEPTION;Pharmacie;Pharmacie;Pharmacie Autres
3317; PHARMACIE HOSPITALIERE A 100%;Pharmacie;Pharmacie;Pharmacie 100%
3318; PHARMACIE HOSPITALIERE A 65%;Pharmacie;Pharmacie;Pharmacie 65%
3319; PHARMACIE HOSPITALIERE ;Pharmacie;Pharmacie;Pharmacie Autres
3320;PHARMACIE HOSPITALIERE EN SUS DU GHS;Pharmacie;Pharmacie;Pharmacie Autres
3322;MAJORATION POUR ACHAT HORS HEURES OUVRABLES;Pharmacie;Pharmacie;Pharmacie Autres
3323;COPIE D  ORDONNANCE;Pharmacie;Pharmacie;Pharmacie Autres
3324;ECART MEDICAMENT INDEMNISABLE;Pharmacie;Pharmacie;Pharmacie Autres
3325;MAJORATION PHARMACIE DES ILES;Pharmacie;Pharmacie;Pharmacie Autres
3326;PREPARATION MAGISTRALE REMBOURSABLE;Pharmacie;Pharmacie;Pharmacie Autres
3327;PREPARATION MAGISTRALE HOMEOPATHIQUE;Pharmacie;Pharmacie;Pharmacie Autres
3328;MEDICAMENTS  HOMEOPATHIQUES UNITAIRES;Pharmacie;Pharmacie;Pharmacie Autres
3329;FORFAIT MEDICAMENT IVG VILLE;Pharmacie;Pharmacie;Pharmacie Autres
3331;VACCIN ANTI-GRIPPE;Pharmacie;Pharmacie;Vaccin
3332;VACCIN ROR;Pharmacie;Pharmacie;Vaccin
3334;Vaccin anti grippe Hémisphère Sud VAXIGRIP HS  ;Pharmacie;Pharmacie;Vaccin
3335;Vaccin anti grippe Hémisphère Sud FLUARIX HS  ;Pharmacie;Pharmacie;Vaccin
3336;PHARMACIE SOUS ATU SEJOUR;Pharmacie;Pharmacie;Pharmacie Autres
3341;PHARMACIE 15%;Pharmacie;Pharmacie;Pharmacie 15%
3342;PREPARATION MAGISTRALE ALLOPATHIQUE 15 %;Pharmacie;Pharmacie;Pharmacie Autres
3343;PREPARATION MAGISTRALE ALLOPATHIQUE;Pharmacie;Pharmacie;Pharmacie Autres
3351;MEDICAMENT AVEC UNE AUTORISATION TEMPORAIRE D'UTILISATION;Pharmacie;Pharmacie;Pharmacie Autres
3352;PREPARATION MAGISTRALE HOSPITALIRE;Pharmacie;Pharmacie;Pharmacie Autres
3353;PREPARATION HOSPITALIERE;Pharmacie;Pharmacie;Pharmacie Autres
3354;MEDICAMENT AVEC AUTORISATION D'IMPORTATION;Pharmacie;Pharmacie;Pharmacie Autres
3355;MARGE FORFAITAIRE (MEDICAMENTS HOSPITALIERS);Pharmacie;Pharmacie;Pharmacie Autres
3356;PHARMACIE HOSPITALIERE DEROGATOIRE;Pharmacie;Pharmacie;Pharmacie Autres
3357;PHARMACIE HOSPITALIERE MMH;Pharmacie;Pharmacie;Pharmacie Autres
3359;TROD ANGINE PHARMACIEN;Pharmacie;Pharmacie;Pharmacie Autres
3360;VACCINATION GRIPPE PHARMACIEN;Pharmacie;Pharmacie;Vaccin
3361;GARDE PHARMACIE NUIT;Pharmacie;Pharmacie;Pharmacie Autres
3362;GARDE PHARMACIE FERIE;Pharmacie;Pharmacie;Pharmacie Autres
3363;GARDE PHARMACIE DIMANCHE;Pharmacie;Pharmacie;Pharmacie Autres
3364;HONORAIRE MEDICAMENT REMBOURSABLE;Pharmacie;Pharmacie;Pharmacie Autres
3365;HONORAIRE DISPENSATION EN LIEN AVEC AGE;Pharmacie;Pharmacie;Pharmacie Autres
3366;HONORAIRE DE DISPENSATION MEDICAMENTS SPECIFIQUES;Pharmacie;Pharmacie;Pharmacie Autres
3371;PAIEMENT PONCTUEL PHARMACIE COVID;Pharmacie;Pharmacie;Pharmacie Autres
3372;PAIEMENT PONCTUEL PHARMACIE;Pharmacie;Pharmacie;Pharmacie Autres
3373;PHARMACIE EN SUS DU GMT;Pharmacie;Pharmacie;Pharmacie Autres
3374;KIT ANTI-GRIPPE;Pharmacie;Pharmacie;Pharmacie Autres
3377;SPECIALITE PHARMACEUTIQUE ONEREUSE SSR;Pharmacie;Pharmacie;Pharmacie Autres
3379;Honoraire de dispensation spécifique vaccins anti grippaux Hémisphère Sud;Pharmacie;Pharmacie;Vaccin
3381;PREPARATION PHARMACEUTIQUE INDIVIDUALISEE (ALLERGENES);Pharmacie;Pharmacie;Pharmacie Autres
3382;PRISE EN CHARGE DEROGATOIRE PHARMACIE;Pharmacie;Pharmacie;Pharmacie Autres
3383;HONO DISP 1 ;Pharmacie;Pharmacie;Pharmacie Autres
3384;HONO DISP 2 ;Pharmacie;Pharmacie;Pharmacie Autres
3385;HONO DISP 4 ;Pharmacie;Pharmacie;Pharmacie Autres
3386;HONO DISP 7 ;Pharmacie;Pharmacie;Pharmacie Autres
3387;HONO DISP GC 1 ;Pharmacie;Pharmacie;Pharmacie Autres
3388;HONO DISP GC 2 ;Pharmacie;Pharmacie;Pharmacie Autres
3389;HONO DISP GC 4 ;Pharmacie;Pharmacie;Pharmacie Autres
3390;HONO DISP GC 7 ;Pharmacie;Pharmacie;Pharmacie Autres
3402;TELESOINS PHARMACIE;Pharmacie;Pharmacie;Pharmacie Autres
3403;REMUNERATION PHARMACIEN COVID 19;Pharmacie;Pharmacie;Pharmacie Autres
3410;DISPENSATION PHARMACIE A DOMICILE;Pharmacie;Pharmacie;Pharmacie Autres
3411;SANG,PLASMA ET LEURS DERIVES;Pharmacie;Pharmacie;Pharmacie Autres
3413;LAIT HUMAIN;Pharmacie;Pharmacie;Pharmacie Autres
3414;AUTRES PRODUITS D  ORIGINE HUMAINE;Pharmacie;Pharmacie;Pharmacie Autres
3415;RAPPEL VACCIN ADULTE PHARMACIEN;Pharmacie;Pharmacie;Vaccin
3416;PHIE DEPISTAGE INFECTION URINAIRE;Pharmacie;Pharmacie;Pharmacie Autres
3418;REMU PHIE DEP INFEC URINAIRE;Pharmacie;Pharmacie;Pharmacie Autres
3419;REMU PHIE DISPENSATION DOM;Pharmacie;Pharmacie;Pharmacie Autres
3420;REMU PHIE DISPENSATION UNITE;Pharmacie;Pharmacie;Pharmacie Autres
3421;PHIE EN AAC ET AAP - SEJOUR SSR;Pharmacie;Pharmacie;Pharmacie Autres
3515;ARTICLES DE PANSEMENTS (CHAP. 4);Pharmacie;Pharmacie;Pharmacie Autres
3516;NUTRIMENTS POUR INTOLERANTS AU GLUTEN (CHAP. 3);Pharmacie;Pharmacie;Pharmacie Autres
3517;ALIMENTS DESTINES A DES FINS MEDICALES;Pharmacie;Pharmacie;Pharmacie Autres
3574;DISPOSITIF MEDICAL (PRISE EN CHARGE EXCEPTIONNELLE);Pharmacie;Pharmacie;Pharmacie Autres
3577;DELIVRANCE TAG PHIE;Pharmacie;Pharmacie;Pharmacie Autres
3596;DELIVRANCE DE MASQUE;Pharmacie;Pharmacie;Pharmacie Autres
